code	Konstanz.Archive.number	URL.number	Basis	Variants	Universal	Universal.short	Universal.shorter	Domain_general	Domain_if_part	Domain_then_part	formal.formula	harmony_status	Details.source	Details.source2	citation.scores	Size..review.of.original.	Bias.in.sample..review.of.original.	Bias.2	Bias.3	Sense..review.of.original.	Implementation..review.of.original.	Implementation..review.of.original..1	main_n	UNCON_Estimate	UNCON_low_95_CI	UNCON_upp_95_CI	UNCON_SIG	fam_n	FAM_Estimate	FAM_low_95_CI	FAM_upp_95_CI	FAM_SIG	COVAR_Estimate	COVAR_low_95_CI	COVAR_upp_95_CI	COVAR_SIG	BT_median_BF	BT_low_95_HDI	BT_upp_95_HDI	BT_HDI_SIG	SPAPHY_median_Estimate	SPAPHY_median_low_95_CI	SPAPHY_median_upp_95_CI	SPAPHY_SIG	supported
1499KA	1499	1499	languages mentioned in Andersen 1978 Source Andersen 1978: 352	NA	Languages with serial verb constructions tend to have VO ordering with verb serialization and one object per verb (but some permit two objects); they tend to be isolating, with little inflectional morphology. Syllable structure is typically simple, and many have lexical and/or grammatical tone distinctions.	SVC > little inflection	SVC > little infl	other	other	other	GB118:1 > sum(GB070|GB072|GB051|GB052|GB053|GB054|GB192|GB321|GB042|GB043|GB044|GB165|GB166|GB430|GB431|GB432|GB433|GB119|GB120|GB121|GB298|GB080|GB089|GB091|GB093|GB094|GB082|GB083|GB084|GB312|GB086) < 2	NA	Lord 1993: 235	Lord 1993	587	3	no, just really small	NA	NA	NA	OK, we can only implement a subset of what this universal implies; also the approximation of "little inflection" might be a too weak or too strong implementation	OK	1446	1.2087929	0.667109843	1.7805405	SIG	1191	0.10654795	-1.82166549	2.2318171	NOT SIG	-0.08942388	-1.70910823	1.6172941	NOT SIG	3.7739555	-3.989702	13.824673	NOT SIG	-0.067374474	-1.75623775	1.6273105	no	NOT SIG
1531KA	1531	1531	unknown Source unpublished statements of KeenanÕs, reproduced in D.Payne 1990: 11	NA	Verb-initial languages evidence significant prefixing, though normally there is some suffixing as well. There is a possibility of ambi-fixing (discontinuous affixes), and a somewhat greater than chance tendency for discontinuous demonstratives.	V-initial > prefixes	V-initial > prefixes	broad word order	word order	other	GB131:1 & GB132:0 & GB133:0 > sum(GB079 & GB090 & GB092 & GB094 & GB430 & GB431) => 2	NA	unpublished statements of KeenanÕs, reproduced in D.Payne 1990: 11	unpublished statements of KeenanÕs, reproduced in D. Payne 1990	152	NA	NA	NA	NA	NA	OK, Grambank doesn"t capture all the phenomena that are marked prefixal	OK	1469	0.06519443	-0.2277905	0.3440018	NOT SIG	1235	0.7743443	-1.3724856	3.102538	NOT SIG	0.3737504	-0.94716645	1.9317208	NOT SIG	-7.3279365	-20.100422	4.997694	NOT SIG	0.43684563	-0.901692925	1.994302625	no	NOT SIG
1534KA	1534	1534	unknown Source unpublished statements of KeenanÕs, reproduced in D.Payne 1990: 12	NA	In verb-initial languages, the question particle, if any, occurs sentence initial in yes-no questions.	V-initial > Q-Sent	V-initial > Q-Sent	narrow word order	word order	word order	GB131:1 & GB132:0 & GB133:0 > GB262:1	BDT Dryer 1992	unpublished statements of KeenanÕs, reproduced in D.Payne 1990: 12	unpublished statements of KeenanÕs, reproduced in D. Payne 1990	152	NA	NA	NA	NA	NA	perfect	perfect	1550	0.757859	0.4091645	1.099123	SIG	1289	0.4864351	-1.30791741	2.2708494	NOT SIG	0.2462124	-1.12336207	1.661988	NOT SIG	-5.9920545	-12.527757	3.318611	NOT SIG	0.291579426	-1.08556075	1.702920375	no	NOT SIG
1537KA	1537	1537	unknown Source unpublished statements of KeenanÕs, reproduced in D.Payne 1990: 11	NA	In verb-initial languages, subordinate markers such as complementizers, nominalizers, and subordinate conjunctions precede their clauses.	V-initial > C-Sent	V-initial > C-Sent	narrow word order	word order	word order	GB131:1 & GB132:0 & GB133:0 > GB421:1	BDT Dryer 1992	unpublished statements of KeenanÕs, reproduced in D.Payne 1990	unpublished statements of KeenanÕs, reproduced in D. Payne 1990	152	NA	NA	NA	NA	NA	OK, GB421 only concerns marking of complement clauses of thinking and/or knowing and not other types; also no info on nominalizers and subordinate conjunctions	OK	1003	0.6718491	0.3365054	1.023419	SIG	828	-0.01468495	-1.78673971	1.8553074	NOT SIG	0.38012064	-1.06112961	1.966031	NOT SIG	4.833239	-6.597336	12.58438	NOT SIG	0.389458949	-1.09113775	1.92885725	no	NOT SIG
1544KA	1544	1544	unknown Source unpublished statements of KeenanÕs, reproduced in D.Payne 1990	NA	In verb-initial languages, verbal case marking is attested to a very significant degree. IF word order is verb-initial, THEN there is relational marking (agreement, applicative, etc.) associated with the verb. Standardized IF word order is verb-initial, THEN there is relational marking (agreement, applicative, etc.) associated with the verb.	V-initial > verbal case-marking	V-initial > verbal case	broad word order	word order	other	GB131:1 & GB132:0 & GB133:0 > GB103:1 | GB104:1 | GB108:1 | GB092:1| GB094:1 | GB091:1 | GB093:1 | GB089: 1 | GB090: 1	NA	unpublished statements of KeenanÕs, reproduced in D.Payne 1990: 13	unpublished statements of KeenanÕs, reproduced in D. Payne 1990	152	NA	NA	NA	NA	this is supported by Nichols (1992: 3.3)	perfect	perfect	1542	0.691872	0.2784555	1.145745	SIG	1289	0.2122484	-2.27917058	2.5861567	NOT SIG	0.8688021	-0.6593165	2.6150347	NOT SIG	-8.886193	-13.278396	0.963043	NOT SIG	0.980806899	-0.5764639	2.682069375	no	NOT SIG
1545KA	1545	1545	unknown Source unpublished statements of KeenanÕs, reproduced in D.Payne 1990	NA	In verb-initial languages, the demonstrative, numeral, and qualifying  adjective follow the common noun in that order or its mirror image (Adj + Num + Dem).	V-initial > N-Dem-Num-Adj	V-initial > N-Dem-Num-Adj	narrow word order	word order	word order	(GB131:1 & GB132:0 & GB133:0) > GB024: 2 & GB025: 2 & GB193: 2	consistent head-mod order Hawkins (1983)	unpublished statements of KeenanÕs, reproduced in D.Payne 1990: 13	unpublished statements of KeenanÕs, reproduced in D. Payne 1990	152	NA	NA	NA	NA	NA	OK, implemented in the sense that verb-initial languages have N-NUM, N-DEM and N-ADJ; but note we cannot say anything about the relative order of dem, num, and adj	OK	1677	-1.868033	-2.427928	-1.371783	SIG	1436	-1.48590157	-3.72540231	0.8338761	NOT SIG	-2.2576308	-4.34007788	-0.2299888	SIG	8.3546355	0.555534	18.105254	NOT SIG	-2.164329487	-4.231154375	-0.200843213	yes	NOT SIG
1546aKA	1546	1546	unknown Source unpublished statements of KeenanÕs, reproduced in D.Payne 1990	a	In verb-initial languages, there is probably less agreement of adjectives with common nouns than in verb-final languages, especially case agreement.	V-final > more Adj-N agreement	V-final > more Adj-N agr	broad word order	word order	agreement	GB131:0 & GB132:0 & GB133:1 > GB170:1|GB184:1	NA	unpublished statements of KeenanÕs, reproduced in D.Payne 1990: 13	unpublished statements of KeenanÕs, reproduced in D. Payne 1990	152	NA	NA	NA	NA	NA	OK, we can"t implement "more" or "less" agreement, and Grambank doesn"t have information on case agreement for adjectives	OK	1661	-0.6184241	-0.8287508	-0.4123605	SIG	1404	-0.867329494	-2.27583159	0.5063938	NOT SIG	-0.48654295	-1.65429542	0.5989287	NOT SIG	-4.4726615	-10.794248	7.269148	NOT SIG	-0.544790951	-1.660278125	0.502610788	no	NOT SIG
1546bKA	1546	1546	unknown Source unpublished statements of KeenanÕs, reproduced in D.Payne 1990	b	In verb-initial languages, there is probably less agreement of adjectives with common nouns than in verb-final languages, especially case agreement.	V-initial > less Adj-N agreement	V-initial > less Adj-N agr	broad word order	word order	agreement	GB131:1 & GB132:0 & GB133:0 > GB170:0 & GB184:0	NA	unpublished statements of KeenanÕs, reproduced in D.Payne 1990: 13	unpublished statements of KeenanÕs, reproduced in D. Payne 1990	152	NA	NA	NA	NA	NA	OK, we can"t implement "more" or "less" agreement, and Grambank doesn"t have information on case agreement for adjectives	OK	1661	0.236589	-0.06408077	0.5307148	NOT SIG	1404	-0.06845843	-1.5568798	1.4968566	NOT SIG	-0.06189005	-1.18259899	1.1669917	NOT SIG	-13.6632565	-19.403156	1.620821	NOT SIG	-0.159026545	-1.287611375	1.0139105	no	NOT SIG
1548aKA	1548	1548	unknown Source unpublished statements of KeenanÕs, reproduced in D.Payne 1990: 13	a	In verb-initial languages, the existence of several articles (definite,  indefinite, specific, plural, proper noun) is much more common than in verb-final languages.	V-final > no several articles	V-final > no several Art	broad word order	word order	other	GB131:0 & GB132:0 & GB133:1 > sum(GB020,GB021,GB172,GB186) <= 1	NA	unpublished statements of KeenanÕs, reproduced in D.Payne 1990: 13	unpublished statements of KeenanÕs, reproduced in D. Payne 1990	152	NA	NA	NA	NA	similar to a hypothesis by Hawkins (2014) that isn"t included in the Universals Archive, but has subsequently been investigated by Schmidtke-Bode (2019)	OK, Grambank doens"t have information about all the different types of articles listed in the universal. The implementation might therefore be too weak.	OK	2085	0.7400088	0.5034404	0.9854006	SIG	1752	0.6608258	-0.73228673	2.1296287	NOT SIG	0.335385211	-0.96746071	1.6162472	NOT SIG	4.665731	-6.68544	14.183716	NOT SIG	0.216163216	-1.171545625	1.590305125	no	NOT SIG
1548bKA	1548	1548	unknown Source unpublished statements of KeenanÕs, reproduced in D.Payne 1990: 13	b	In verb-initial languages, the existence of several articles (definite,  indefinite, specific, plural, proper noun) is much more common than in verb-final languages.	V-initial > several articles	V-initial > several Art	broad word order	word order	other	GB131:1 & GB132:0 & GB133:0 > sum(GB020,GB021,GB172,GB186) >= 2	NA	unpublished statements of KeenanÕs, reproduced in D.Payne 1990: 13	unpublished statements of KeenanÕs, reproduced in D. Payne 1990	152	NA	NA	NA	NA	NA	OK, Grambank doens"t have information about all the different types of articles listed in the universal. The implementation might therefore be too weak.	OK	2085	0.8032915	0.5253944	1.077117	SIG	1752	0.5247148	-1.06863571	1.9540617	NOT SIG	0.1503169	-1.02718379	1.3921549	NOT SIG	-8.143393	-12.377035	-0.83069	NOT SIG	0.136602564	-1.1229035	1.374709	no	NOT SIG
1549KA	1549	1549	unknown Source unpublished statements of KeenanÕs, reproduced in D.Payne 1990: 13	NA	With great regularity possessor NPs follow the head NP in verb-initial languages.	V-initial > N-Gen	V-initial > N-Gen	narrow word order	word order	word order	(GB131:1 & GB132:0 & GB133:0) > GB065:2	BDT Dryer 1992	unpublished statements of KeenanÕs, reproduced in D.Payne 1990: 14	unpublished statements of KeenanÕs, reproduced in D. Payne 1990	152	NA	NA	NA	NA	NA	perfect	perfect	1989	1.327629	1.049463	1.606985	SIG	1675	1.2723221	-0.60501275	3.3218586	NOT SIG	1.1996274	-0.08382188	2.6221034	NOT SIG	17.616606	10.148642	28.003356	SIG	1.372620791	-0.009333207	2.846781875	no	NOT SIG
1550KA	1550	1550	unknown Source unpublished statements of KeenanÕs, reproduced in D.Payne 1990: 13	NA	In verb-initial languages the dominant order of relative clauses is always postnominal.	V-initial > N-Rel	V-initial > N-Rel	narrow word order	word order	word order	GB131:1 & GB132:0 & GB133:0 > GB327:1	BDT Dryer 1992	unpublished statements of KeenanÕs, reproduced in D.Payne 1990: 14	unpublished statements of KeenanÕs, reproduced in D. Payne 1990	152	NA	NA	NA	NA	NA	perfect	perfect	1516	2.482617	1.648717	3.51352	SIG	1288	2.65846697	0.12278515	5.6168136	SIG	2.50778041	0.53923734	4.845414	SIG	2.844225	-3.707545	9.007817	NOT SIG	2.61694465	0.667284638	4.894094	yes	NOT SIG
1559KA	1559	1559	unknown Source unpublished statements of KeenanÕs, reproduced in D.Payne 1990: 15	NA	Verb-initial languages always have a passive voice and it is almost always marked in the verbal morphology (rather than by a serial verb construction as in Chinese, for example).	V-initial > passive voice	V-initial > passive voice	broad word order	word order	other	GB131:1 & GB132:0 & GB133:0 > GB147:1	NA	unpublished statements of KeenanÕs, reproduced in D. Payne 1990: 15	unpublished statements of KeenanÕs, reproduced in D. Payne 1990	152	NA	NA	NA	NA	NA	perfect	perfect	1674	0.8004119	0.528242	1.079672	SIG	1400	1.04883462	-0.38284495	2.4588598	NOT SIG	0.815367494	-0.18625456	1.8627532	NOT SIG	6.066531	-1.773112	18.047892	NOT SIG	0.810351136	-0.171871412	1.820368125	no	NOT SIG
1560KA	1560	1560	unknown Source unpublished statements of KeenanÕs, reproduced in D.Payne 1990: 15	NA	With possibly greater than chance frequency, the verb in verb-initial languages either agrees with no NPs, or with two NPs (both subject and direct object, or sometimes subject and indirect object).	V-initial > no verb agreement | agreement 2 NPs	V-ini > no verb agr | agr 2 NPs	broad word order	word order	agreement	GB131:1 & GB132:0 & GB133:0 > (GB092:0 & GB094:0 & GB091:0 & GB093:0 & GB089: & GB090: 0) | ((GB091:1 | GB092:1) & (GB093:1 | GB094:1 | GB103:1 ))	NA	unpublished statements of KeenanÕs, reproduced in D. Payne 1990: 15	unpublished statements of KeenanÕs, reproduced in D. Payne 1990	152	NA	NA	NA	NA	NA	OK, Grambank doesn"t have information on different types of object, so we cannot capture that nuance in the universal	OK	1696	0.2961053	0.000222341	0.5893927	SIG	1425	-0.1458419	-2.28593268	1.8451732	NOT SIG	0.1694738	-1.13918379	1.3606193	NOT SIG	-15.7039245	-22.639731	-5.331276	NOT SIG	0.075086573	-1.252184125	1.289869	no	NOT SIG
1561KA	1561	1561	unknown Source unpublished statements of KeenanÕs, reproduced in D. Payne 1990: 15	NA	Verb-initial languages normally have no overt copula.	V-initial > no overt copula	V-initial > no overt copula	broad word order	word order	other	GB131:1 & GB132:0 & GB133:0 > GB117:0	NA	unpublished statements of KeenanÕs, reproduced in D. Payne 1990: 15	unpublished statements of KeenanÕs, reproduced in D. Payne 1990	152	NA	NA	NA	NA	NA	perfect	perfect	1775	-1.187738	-1.4787	-0.9014782	SIG	1496	-0.155112	-1.69904924	1.2786138	NOT SIG	-0.4991225	-1.61947538	0.5604907	NOT SIG	-5.8608375	-11.586963	3.183613	NOT SIG	-0.628749611	-1.737430375	0.4435182	no	NOT SIG
1586KA	1586	1586	languages mentioned in Nedjalkov & SilÕnickij 1969, Nedjalkov & SilÕnickij 1973 Source Nedjalkov & SilÕnickij 1969: 30, Nedjalkov & SilÕnickij 1973: 12	n	An opposition of "alienable" and "inalienable" possession is almost inevitable in languages where possession is regularly head-marked. The alienable-inalienable opposition is almost never signaled by dependent-marked morphology.	poss head-marked > opp alien-inalien poss	Poss head-m > alien-ina opp	other	other	other	GB431|GB433:1 > GB059:1	NA	Nichols 1988: 576, Nichols 1992: 119	Nichols 1992	2082	174	Not significantly: global sample intended to be balanced for genealogy and geography	no bias	no bias	NA	perfect	perfect	1422	1.4599446	1.2364438	1.686248	SIG	1200	1.0045348	-0.05118377	1.9630685	NOT SIG	1.1776454	0.21007229	1.9781527	SIG	16.2197805	10.019465	27.388972	SIG	1.195325222	0.281492525	1.9641935	yes	SIG
1589KA	1589	1589	32 V-final languages from a 71-language sample (GRAMCATS database) in Bybee, Pagliuca, & Perkins 1990 (from website); Source: Bybee, Pagliuca, & Perkins 1990: 30; Counterexamples: V-final languages which are not predominantly suffixing: Worora (Wororan, Australian), Abkhaz (North Caucasian), Lahu (Burmese-Lolo, Tibeto-Burman), Haka (Baric, Tibeto-Burman), Nung (Nungish, Tibeto-Burman), Yessan-Mayo (Sepik-Ramu, Papuan), Mano (Mande, Niger-Congo), Slave (Athabaskan). Slave appears to be the only genuine exception in having entirely prefixed morphology _ which includes person/number, tense, aspect and mood _ and at the same time V-final word order (Bybee, Pagliuca, & Perkins 1990: 8, 11);TŸmpisa Shoshone [=Panamint] (Uto-Aztecan): OV & prefixes (Mithun 1999, cf. #892).	NA	Verb-final languages exhibit a very strong postposing tendency which leads to their preponderance of suffixes.	V-final > postposing & suffixes	V-final > postp & suff	broad word order	word order	other	GB131:0 & GB132:0 & GB133:1 > GB080:1 & sum(GB089|GB091|GB093|GB432|GB433) > 0	NA	Bybee, Pagliuca, & Perkins 1990: 30	Bybee Pagliuca & Perkins 1990	199	71	quite diverse	no bias	no bias	NA	OK, could probably have been implemented better if Grambank had more information on different categories that might be marked with suffixes on verbs	OK	1453	0.8680562	0.6416232	1.0951795	SIG	1222	-0.49770741	-2.45932028	1.3100611	NOT SIG	-0.3454953	-1.88997241	1.067133	NOT SIG	-9.539568	-16.166129	6.138625	NOT SIG	-0.279660158	-1.81810825	1.065050625	no	NOT SIG
1591KA	1591	1591	every language family and language isolate attested for North America (excluding only those six: Alsea, Beothuk, Cayuse, Kalapuyan, Molala, Yanan), also North Eurasian language families and several Australian languages Source Nichols 1988: 578	NA	Clear cases of internal relative clauses are present only in languages whose basic word order is SOV.	internal relative clause > SOV	int Rel > SOV	broad word order	other	word order	GB329:1 > GB131:0 & GB132:0 & GB133:1	NA	Keenan 1985b: 163	Keenan 1985b	813	4	skewed toward North American languages	NA	NA	NA	perfect	perfect	1258	1.433766	1.092188	1.792953	SIG	1049	0.6574226	-0.69885886	1.8999679	NOT SIG	1.2707993	0.11840196	2.3641659	SIG	22.0158025	9.656843	29.110189	NOT SIG	1.337067993	0.23185135	2.379709625	yes	NOT SIG
1592KA	1592	1592	Japanese (Japanese-Ryukyuan), English (Indo-European), Warrungu, Djaru (both Pama-Nyungan) Source Tsunoda 1995: 576	NA	The restriction of internally headed relative clauses to OV languages implies that these relative clauses are found in languages having left-branching rather than (in addition to) right-branching NP structure.	internal relative clause > left-branching NP structure	int Rel > left-branching NP	broad word order	other	other	GB329:1 > GB065:2	NA	Cole 1987: 282	Cole 1987	296	5	Quechua only	exclusively samples one family or area	exclusively samples one family or area	NA	OK, the implementation of "left-branching NP structure" taking only N-Gen order is perhaps too restricted	OK	1273	1.095409	0.7651594	1.436046	SIG	1068	0.88888775	-0.29257592	2.1861276	NOT SIG	0.81345215	0.04979084	1.6665337	SIG	7.68893	0.022969	16.287188	NOT SIG	0.860819441	0.090198719	1.714435875	yes	NOT SIG
1593KA	1593	1593	32 V-final languages from a 71-language sample (GRAMCATS database) in Bybee, Pagliuca, & Perkins 1990 Source Bybee, Pagliuca, & Perkins 1990: 30	NA	Internally headed relative clauses occur only in languages manifesting null anaphora (that is, the use of null NPs in place of lexical pronouns etc. in most argument positions).	internal relative clause > null anaphora	int Rel > null anaphora	other	other	other	GB329:1 > GB522:1	NA	Cole 1987: 282	Cole 1987	296	5	Quechua only	exclusively samples one family or area	exclusively samples one family or area	NA	perfect	perfect	1017	0.5568242	0.1004294	1.049585	SIG	834	0.47527435	-0.58506416	1.8024743	NOT SIG	0.5073263	-0.31578845	1.5402677	NOT SIG	-1.5782905	-5.558093	3.34173	NOT SIG	0.477413946	-0.328440687	1.46646975	no	NOT SIG
1610KA	1610	1610	languages mentioned in Schourup 1972. (he discussed thirteen cases of long-distance spreading in order to propose that hierachy) Source Schourup 1972: 530-532	NA	In languages with verb agreement, patient verb agreement appears more frequently in verb-peripheral languages [i.e. verb-initial and verb-final languages] than in verb-medial languages.	verb-patient agreement > V-initial | V-final	patient agr > V-initial|V-final	broad word order	agreement	word order	GB093:1 | GB094:1 > (GB131:1 | GB133:1) & GB132:0	NA	Foster & Hofling 1987: 479	Foster & Hofling 1987	20	30	quite diverse with slight bias to Indo-European	bias towards Eurasia	bias towards Eurasia	NA	perfect	perfect	1972	0.01937651	-0.1617934	0.1966752	NOT SIG	1649	0.26816323	-1.03753424	1.4850758	NOT SIG	0.445496	-0.69712977	1.5656097	NOT SIG	-8.1645235	-17.081922	7.019021	NOT SIG	0.446700555	-0.700869462	1.583649	no	NOT SIG
1611KA	1611	1611	Bulgarian (Slavonic), Germanic, Romance languages, Greek (all IE), B_t_ (Kru, Niger-Congo), Indonesian (W. Malayo-Polynesian, Austronesian), Korean (Altaic), Mandarin (Sinitic, Sino-Tibetan), Mangarayi (Gunwingguan, Australian), Mayan languages (esp. Yucatec), Tamil (Dravidian), Vietnamese (Mon-Khmer, Austro-Asiatic) Source C. Lehmann 1992: 316	NA	All languages with verb-patient agreement, regardless of type, also have verb agreement with the agent as well.	verb-patient agreement > verb-agent agreement	P agr verb > A agr verb	hierarchy	agreement	agreement	GB094:1 | GB093:1 > GB092:1 | GB091:1	NA	Foster & Hofling 1987: 480	Foster & Hofling 1987	20	30	quite diverse with slight bias to Indo-European	bias towards Eurasia	bias towards Eurasia	NA	perfect	perfect	2030	2.224307	2.001312	2.444761	SIG	1720	3.19689311	1.92631362	4.5707913	SIG	3.7701607	2.28799461	5.3357386	SIG	120.0383355	107.208255	134.034025	SIG	3.801231229	2.3086255	5.36070625	yes	SIG
1612aKA	1612	1612	from the website: 11 SOV languages: Kiowa (Kiowa-Tanoan), Burmese (Tibeto-Burman), Quechua (Andean), Hindi (Indic, IE), Diyari (Karnic, Pama-Nyungan), Pengo  (Dravidian), Kanuri (Nilo-Saharan), Basque (isolate), Turkish (Turkic), Japanese (Japanese-Ryukyuan), Mende (Mande, Niger-Congo); Foster & Hofling 1987: 481	a	In SOV languages, when the expected order of Modifier-Noun does not occur,  agreement [between noun and modifier] tends to appear.	SOV & N-Art > N-Art agr	SOV & N-Art > N-Art agr	broad word order	word order	agreement	GB131:0 & GB132:0 & GB133:1 & GB022:0 & GB023:1 > GB172:1 | GB186:1	NA	Foster & Hofling 1987: 481	Foster & Hofling 1987	20	30	quite diverse with slight bias to Indo-European	bias towards Eurasia	bias towards Eurasia	NA	perfect	perfect	1648	1.006413	0.1246572	1.864069	SIG	1407	-0.155913688	-2.96165846	1.8852807	NOT SIG	0.82937102	-0.88736826	2.1902694	NOT SIG	-1.96212	-4.593941	0.501857	NOT SIG	0.819279851	-0.901223762	2.139850875	no	NOT SIG
1612bKA	1612	1612	from the website: 11 SOV languages: Kiowa (Kiowa-Tanoan), Burmese (Tibeto-Burman), Quechua (Andean), Hindi (Indic, IE), Diyari (Karnic, Pama-Nyungan), Pengo  (Dravidian), Kanuri (Nilo-Saharan), Basque (isolate), Turkish (Turkic), Japanese (Japanese-Ryukyuan), Mende (Mande, Niger-Congo); Foster & Hofling 1987: 481	b	In SOV languages, when the expected order of Modifier-Noun does not occur,  agreement [between noun and modifier] tends to appear.	SOV & N-Adj > N-Adj agr	SOV & N-Adj > N-Adj agr	broad word order	word order	agreement	GB131:0 & GB132:0 & GB133:1 & GB193:2 > GB170:1 | GB184:1	NA	Foster & Hofling 1987: 482	Foster & Hofling 1987	20	30	quite diverse with slight bias to Indo-European	bias towards Eurasia	bias towards Eurasia	NA	perfect	perfect	1613	-0.3667752	-0.6289715	-0.1094754	SIG	1360	0.1164534	-1.08066305	1.3924311	NOT SIG	0.14939033	-0.94097077	1.2947121	NOT SIG	0.670979	-8.379689	9.229093	NOT SIG	0.147162416	-0.892557863	1.160048875	no	NOT SIG
1612cKA	1612	1612	from the website: 11 SOV languages: Kiowa (Kiowa-Tanoan), Burmese (Tibeto-Burman), Quechua (Andean), Hindi (Indic, IE), Diyari (Karnic, Pama-Nyungan), Pengo  (Dravidian), Kanuri (Nilo-Saharan), Basque (isolate), Turkish (Turkic), Japanese (Japanese-Ryukyuan), Mende (Mande, Niger-Congo); Foster & Hofling 1987: 481	c	In SOV languages, when the expected order of Modifier-Noun does not occur,  agreement [between noun and modifier] tends to appear.	SOV & N-Num > N-Num agr	SOV & N-Num > N-Num agr	broad word order	word order	agreement	GB131:0 & GB132:0 & GB133:1 & GB024: 2 > GB198: 1	NA	Foster & Hofling 1987: 483	Foster & Hofling 1987	20	30	quite diverse with slight bias to Indo-European	bias towards Eurasia	bias towards Eurasia	NA	perfect	perfect	1699	-1.531579	-2.014833	-1.086059	SIG	1450	-2.1813488	-4.1788625	-0.4788939	SIG	-1.89511515	-3.70806907	-0.3172331	SIG	-7.469511	-19.035031	2.962934	NOT SIG	-1.838326247	-3.593905875	-0.297618738	yes	NOT SIG
1612dKA	1612	1612	from the website: 11 SOV languages: Kiowa (Kiowa-Tanoan), Burmese (Tibeto-Burman), Quechua (Andean), Hindi (Indic, IE), Diyari (Karnic, Pama-Nyungan), Pengo  (Dravidian), Kanuri (Nilo-Saharan), Basque (isolate), Turkish (Turkic), Japanese (Japanese-Ryukyuan), Mende (Mande, Niger-Congo); Foster & Hofling 1987: 481	d	In SOV languages, when the expected order of Modifier-Noun does not occur,  agreement [between noun and modifier] tends to appear.	SOV & N-Dem > N-Dem agr	SOV & N-Dem > N-Dem agr	broad word order	word order	agreement	GB131:0 & GB132:0 & GB133:1 & GB025:2 > GB171:1 | GB185:1	NA	Foster & Hofling 1987: 484	Foster & Hofling 1987	20	30	quite diverse with slight bias to Indo-European	bias towards Eurasia	bias towards Eurasia	NA	perfect	perfect	1647	-0.6343886	-0.9843874	-0.326464	SIG	1393	-1.0023174	-2.6600456	0.3859189	NOT SIG	-1.17521485	-2.8517317	0.37493818	NOT SIG	-7.127167	-14.704104	3.600849	NOT SIG	-1.187830307	-2.87833025	0.327462738	no	NOT SIG
1621KA	1621	1621	classifier languages and relevant literature analyzed by Croft 1994 Source Croft 1994: 152-153	NA	If a language has adjectives, then the numeral tends to modify the noun directly (that is, in most languages that have adjectives the numeral does not require the occurrence of a sortal classifier), but not vice versa.	Adj > no sortal classifiers	Adj > no sortal Cl	other	other	other	GB193:1|2|3 | GB068:1 | GB069:1 > GB057:0	NA	Rijkhoff 2000: 227	Rijkhoff 2000	67	47	no bias	no bias	no bias	NA	OK, we only indirectly track the existence of adjectives, this is bound to introduce some noise	OK	1295	0.6456712	-0.924178	2.133973	NOT SIG	1056	-0.11137718	-2.8638129	2.3114182	NOT SIG	0.82086221	-1.02272563	2.645716	NOT SIG	-5.5028605	-9.550328	-3.009144	NOT SIG	0.835404003	-1.011051875	2.645858625	no	NOT SIG
1653KA	1653	1653	Abkhaz, Adyghe (both NW Caucasian), Arabic (Semitic), Bantu family, Basque, Burushaski (both isolate), Chechen (N. Caucasian), Dyirbal (Pama-Nyungan), Hopi (Uto-Aztecan), Hurrian (isolate), Japanese (Japanese-Ryukyuan), Kaititj (Arandic), Lakhota (Siouan), Mayan family, Navajo (Athabaskan), NE Caucasian, Quechuan family, Tewa (Tanoan), Tonkawa (Coahuiltecan), Tungusic family, Turkic family, Uralic (eastern & western), Uto-Aztecan, Washo (Hokan), Yuman family Source Nichols 1984: 533	NA	If a language is non-tensed, the nominal predicate does not require a copula.	non-tensed > no copula nom predicate	non-tensed > no cop nom Pred	other	other	other	GB083:0 > GB117:0	NA	Kalinina 1998	Kalinina 1998	19	40	good	no bias	no bias	NA	OK, the absence of a morhopological past tense is an approximation to what was meant in the universal	OK	1760	0.5340893	0.339023	0.7284165	SIG	1494	-0.016438079	-0.788811952	0.7906763	NOT SIG	0.25321124	-0.41915863	0.9617875	NOT SIG	-11.419028	-18.013981	6.030176	NOT SIG	0.278045182	-0.408580963	1.015166875	no	NOT SIG
1667aKA	1667	1667	languages mentioned in Kuno, including Japanese, Korean, Turkish, German, French, Tagalog, Persian	a	There is a tendency for conjunctions (including comlementizers) to occur in clause-final position in SOV languages and in clause-initial position in VSO languages.	S-Comp > SOV	S-Comp > SOV	narrow word order	word order	word order	GB422:1 > GB131:0 & GB132:0 & GB133:1	BDT Dryer 1992	Kuno 1974: 127	Kuno 1974	484	11	Almost entirely Eurasia	bias towards Eurasia	bias towards Eurasia	NA	OK, GB421/GB422 are only about complements to verbs for thinking/knowing; implementation includes some OSV languages (but these are rare)	OK	1012	1.363205	0.963153	1.76292	SIG	833	1.44538167	0.22945834	2.6243263	SIG	1.39833747	0.31225976	2.3937615	SIG	18.2290925	9.404927	25.286777	NOT SIG	1.48663222	0.369786363	2.453099	yes	NOT SIG
