Language_ID	Name	Macroarea	Latitude	Longitude	Glottocode	ISO639P3code	Countries	Family_ID	Language_level_ID	Closest_ISO369P3code	First_Year_Of_Documentation	Last_Year_Of_Documentation	aes	category	classification	level	med	medovertime	subclassification
kepk1241	Kepkiriwát	South America	-11.663	-61.246	kepk1241	kpn	BR	tupi1275	NA	kpn	NA	1955	6	Spoken_L1_Language	tupi1275	language	4	['Rondon, Cándido M. S. and de Faria, João Barbosa. 1948. Glossário geral das tribos silvícolas de Mato Grosso e outras da Amazônia e do Norte do Brasil: Tomo I. (Publicação 76 do Conselho nacional de proteção dos Indios, Anexo, 5.) Rio de Janeiro: Comissão Rondon. 255pp.']	kepk1241:1;
owin1240	Owiniga	Papunesia	-4.47476	141.697	owin1240	owi	PG	left1242	NA	owi	NA	NA	3	Spoken_L1_Language	left1242	language	3	['No Author Stated. 1988. Sienesisi emebi sisasino emebi [Selections of Genesis and the Four Gospels in Owininga]. Goroka: New Tribes Mission Publications. 111pp.', 'Conrad, Robert J. and T. Wayne Dye. 1975. Some language relationships in the Upper Sepik region of Papua New Guinea. In K. G. Holzknecht and D. J. Phillips (eds.), Papers in New Guinea Linguistics 18, 1-35. Canberra: Research School of Pacific and Asian Studies, Australian National University.', 'Laycock, Donald C. 1973. Sepik Languages: Checklist and Preliminary Classification. (Pacific Linguistics: Series B, 25.) In  Wurm, Stephen A. (ed.) Canberra: Research School of Pacific and Asian Studies, Australian National University. iv+129+10pp. (Bibliography: p. 59-68).']	owin1240:1;
nucl1244	Western Left May	NA	-4.246213333333333	141.58833333333334	nucl1244	NA	NA	left1242	NA	NA	NA	NA	NA	Family	left1242	family	NA	NA	(amap1240:1,((kabo1249:1,niki1238:1,umur1238:1)bopa1235:1,iter1241:1)iter1240:1,(nakw1240:1,nimo1247:1)nimo1248:1)nucl1244:1;
dago1245	Dagoman	Australia	-15.764	132.379	dago1245	dgn	AU	yang1287	NA	dgn	NA	1982	6	Spoken_L1_Language	yang1287	language	4	['Francesca C. Merlan. 1994. A Grammar of Wardaman: A Language of the Northern territory of Australia. (Mouton Grammar Library, 11.) Berlin: Mouton de Gruyter. 2-4pp.']	dago1245:1;
ward1246	Wardaman	Australia	-15.4155	132.604	ward1246	wrr	AU	yang1287	NA	wrr	NA	NA	4	Spoken_L1_Language	yang1287	language	0	['Francesca C. Merlan. 1994. A Grammar of Wardaman: A Language of the Northern territory of Australia. (Mouton Grammar Library, 11.) Berlin, New York: Berlin: Mouton de Gruyter. xvi+617pp.', 'Spencer, Baldwin. 1914. Native tribes of the northern territory of Australia. London: MacMillan. xx+516pp.', 'Mathews, Robert Hamilton. 1901. Ethnological notes on the Aboriginal tribes of the Northern Territory. Queensland Geographical Journal 161. 69-90.']	ward1246:1;
yang1288	Yangman	Australia	-14.4964	132.52	yang1288	jng	AU	yang1287	NA	jng	NA	1986	6	Spoken_L1_Language	yang1287	language	4	['Arthur Capell. 1956. A vocabulary of 600 words in forty North Australian languages. Ms. 146pp.', 'Elkin, A. P. 1953-56. Arnhem Land music (north Australia). Oceania 24(2):81-109 (1953); 25(1-2):74-121 (1954); 25(4):292-342 (1955); 26(2):127-152 (1955); 26(3):214-230 (1956).']	yang1288:1;
peko1235	Pekodian	NA	-10.916064958241908	-53.40094739807577	peko1235	NA	NA	cari1283	NA	NA	NA	NA	NA	Family	cari1283	family	NA	NA	(baka1277:1,(apia1247:1,ikpe1245:1,para1310:1,yaru1255:1)xing1247:1)peko1235:1;
kuik1245	Kuikuroan	NA	-9.7592845	-48.598000000000006	kuik1245	NA	NA	cari1283	NA	NA	NA	NA	NA	Family	cari1283	family	NA	NA	((kuik1246:1,(nahu1343:1,nucl1657:1)mati1253:1)nucl1656:1,pime1237:1)kuik1245:1;
vene1261	Venezuelan Cariban	NA	5.626967164063263	-63.600999568922475	vene1261	NA	NA	cari1283	NA	NA	NA	NA	NA	Family	cari1283	family	NA	NA	(((chai1253:1,cuma1240:1)coas1302:1,(mapo1246:1,pemo1245:1,(cura1242:1,woki1237:1)yaba1248:1)mapo1245:1,(para1309:1,paux1236:1,sapa1254:1)para1308:1,tama1338:1)mapo1244:1,(enap1235:1,(((akaw1241:1,inga1250:1)akaw1239:1,pata1262:1)kapo1251:1,macu1259:1,(cama1252:1,(arec1238:1,taur1239:1)taul1252:1)pemo1248:1)pemo1247:1)pemo1246:1)vene1261:1;
guia1242	Guianan	NA	0.7664303403761971	-61.12117104545396	guia1242	NA	NA	cari1283	NA	NA	NA	NA	NA	Family	cari1283	family	NA	NA	((mura1272:1,taba1267:1,tyre1237:1)gali1262:1,(wayu1242:1,(mait1253:1,mayo1265:1)maqu1238:1)maqu1239:1,palm1241:1,(cari1279:1,(akur1238:1,paux1235:1,(pian1242:1)trio1238:1)tiri1260:1)tara1324:1,(yaoa1239:1)uncl1520:1,(tive1236:1,(rucu1237:1,uruc1241:1)waya1269:1)waya1272:1)guia1242:1;
yukp1242	Opon-Yukpan	NA	8.293483	-73.483873	yukp1242	NA	NA	cari1283	NA	NA	NA	NA	NA	Family	cari1283	family	NA	NA	(opon1234:1,(japr1238:1,(cano1239:1,rion1245:1,rioc1237:1,riom1237:1,yrap1237:1)yukp1241:1)yukp1243:1)yukp1242:1;
apal1257	Apalaí	South America	1.49792	-54.7457	apal1257	apy	BR	cari1283	NA	apy	NA	NA	3	Spoken_L1_Language	cari1283	language	1	['Edward Koehn and Sally Koehn. 1986. Apalai. In Desmond C. Derbyshire and Geoffrey K. Pullum (eds.), Handbook of Amazonian Languages, 33-127. Berlin: Mouton de Gruyter.', 'Howell, Kenneth J. 1982. Explorations in Wayana syntax: descriptive and theoretical aspects of constituent order. (MA thesis, University of South Florida).', 'Jackson, Walter S. 1974. Processes and roles in Apalaí clause structures. Brasília: SIL (ms.)', 'Gudschinsky, Sarah C. 1973. Sistemas Contrastivos de Marcadores de Pessoa em Duas Línguas Carib: Apalaí e Hixkaryána. Série Lingüística 1. 57-62. Brasília.', 'Edward Koehn and Sally Sharp Koehn. 1971. Fonologia da língua Apalaí. In Sarah C. Gudschinsky (ed.), Estudos sôbre línguas e culrturas indígenas, 17-28. Brasília: SIL.', 'Jackson, Walter S. 1968. Phonology of Apalaí two syllable words. (MA thesis, Indiana University).', ""Jules Crevaux and P. Sagot and Adam, Lucien. 1882. Roucouyenne, Arrouague, Piapoco et d'autres langues de la région des Guyanes. (Bibliothèque Linguistique Américaine, VIII.) BLA. Paris: Librairie-Éditeur J. Maisonneuve. iii+288pp.""]	apal1257:1;
yawa1262	Yawaperi	NA	-1.3329179999999998	-59.447194	yawa1262	NA	NA	cari1283	NA	NA	NA	NA	NA	Family	cari1283	family	NA	NA	(bona1255:1,(atru1239:1,jawa1240:1,waim1254:1)waim1253:1)yawa1262:1;
paru1239	Parukotoan	NA	1.42223	-57.44085749999999	paru1239	NA	NA	cari1283	NA	NA	NA	NA	NA	Family	cari1283	family	NA	NA	((cunu1237:1,decu1237:1,ihur1237:1,pawi1238:1)kaxu1237:1,((hixk1240:1,xere1241:1)hixk1239:1,(kata1269:1,tuna1234:1)waiw1244:1)waiw1245:1)paru1239:1;
gaam1241	Gaam	Africa	11.4674	33.9797	gaam1241	tbi	SD	east2386	NA	tbi	NA	NA	1	Spoken_L1_Language	east2386	language	0	['Timothy Stirtz. 2012. A grammar of Gaahmg, a Nilo-Saharan language of Sudan. (Doctoral dissertation, Rijksuniversiteit te Leiden; 350pp.)', 'Stirtz, Timothy M. 2011. A grammar of Gaahmg: A Nilo-Saharan language of Sudan. Utrecht: LOT.', 'Stirtz, Timothy M. 2006. Possession of Alienable and Inalienable Nouns in Gaahmg. In Abu-Manga, Al-Amin and Gilley, Leoma and Storch, Anne (eds.), Insights into Nilo-Saharan Language, History and Culture: Proceedings of the 9th Nilo-Saharan Linguistic Colloquium, Institute of African and Asian Studies, University of Khartoum, 16-19 February 2004, 377-392. Cologne: Rüdiger Köppe.', 'Robertson, J.W.R. 1934. Further notes on the Ingassana tribe. Sudan notes and records 17. 118-123.', ""Marno, Ernst. 1874. Reise im gebiete des blauen och weissen nil, im egyptischen Sudan und den angrenzenden Negerländern, in den Jahren 1869 bis 1873. Wien: Carl Gerold's Sohn. 615pp."", 'Ignaz Knoblecher. 1849. Elenchus comparativus nonnullorum verborum e 38 linguis Africae depromptorum. Ms. 2pp.']	((buwa1239:1,soda1238:1)buwa1245:1,(kuku1284:1,kula1276:1)kula1286:1)gaam1241:1;
akak1254	Aka-Kelo-Molo	NA	10.9774	33.86723333333333	akak1254	NA	NA	east2386	NA	NA	NA	NA	NA	Family	east2386	family	NA	NA	(akaa1242:1,(beni1241:1,nucl1342:1)kelo1246:1,molo1257:1)akak1254:1;
lumu1240	Lumun-Torona	NA	10.9781	30.297000000000004	lumu1240	NA	NA	narr1279	NA	NA	NA	NA	NA	Family	narr1279	family	NA	NA	(lumu1239:1,toro1251:1)lumu1240:1;
bura1298	Buram-Saraf	NA	10.664550000000002	30.27081666666666	bura1298	NA	NA	narr1279	NA	NA	NA	NA	NA	Family	narr1279	family	NA	NA	(((east2430:1,west2504:1)ache1245:1,toch1257:1)ache1247:1,(dagi1241:1,(ahei1238:1,dalo1239:1,masa1302:1,masa1303:1)ngil1242:1)ngil1241:1,(ndin1245:1,talo1250:1)ndin1246:1)bura1298:1;
iaii1238	Iai	Papunesia	-7.59133	145.036	iaii1238	NA	NA	pura1257	pura1257	iar	NA	NA	NA	Dialect	pura1257	dialect	NA	NA	iaii1238:1;
kuni1267	Kunimaipa	Papunesia	-8.09371	146.908	kuni1267	kup	PG	kuni1270	NA	kup	NA	NA	1	Spoken_L1_Language	kuni1270	language	1	['Geary, Elaine. 1977. Kunimaipa grammar: Morphophonemics to discourse. (Workpapers in Papua New Guinea Languages, 23.) Ukarumpa: Summer Institute of Linguistics. x+271pp.', ""Doris Bjorkman. 1976. An experiment used in the Kunimaipa Teachers' Training Course, READ 11(3):95-96 Bourke, R. Michael, 1983. Improving food production and peoples' nutrition: Thoughts on development, ed. by SIL Community Development Section, Occasional Paper Series, vol. 1, No. 12. 16pp. ([NFELT])."", 'Alan Pence. 1965. A Brief Kunimaipa grammar [MA Thesis, University of California, Los Angeles. USA] 34. (pp. Mi.)', 'Pence, Alan R. 1963. Kunimaipa nouns and noun phrases. Ms. 54pp.', 'W. M. Strong. 1912. Note on the Kovio Language. In Robert W. Williamson (ed.), The Mafulu: Mountain People of British New Guinea, 334-344. London: MacMillian and Co.', 'Egidi, Vincenzo M. 1907. Lista di parole della lingua di Tauata, messe in confronto con quelle di Oru-Lopiko, Fujuge e Kuni. Anthropos II. 1016-1021.']	(gaji1238:1,hate1239:1,here1255:1,karu1254:1)kuni1267:1;
weri1254	Weric	NA	-7.80917	146.91699999999997	weri1254	NA	NA	kuni1270	NA	NA	NA	NA	NA	Family	kuni1270	family	NA	NA	(amam1246:1,(biar1240:1,onoo1247:1,simm1238:1)weri1253:1)weri1254:1;
bian1252	Biangai	Papunesia	-7.33882	146.765	bian1252	big	PG	kuni1270	NA	big	NA	NA	1	Spoken_L1_Language	kuni1270	language	2	['Dubert, Raymond and Marjorie Dubert. 1978. Biangai lower levels of grammar. Manuscript. 139pp.', '1970. Biangairaga meiyalogo, Pisintaga meiyalogo, Englishra mei = Biangai - Pidgin - English phrase book. 18pp.', 'Dubert, Raymond E. 1969. Biangai morphology. Ms. 41pp.', '____ and Jeni Mambu. 1967. Yutaweli yawe pilik mizi (How the Jews lived), 80 pp. (100) [Jeni Mambu], 1967. Wizimarakmarakyang (Scabies) [health book], ed. by [Marjorie DUBERT], 19 pp. (60) [____], 1967. Biangai alphabet-syllable book, 19 pp. (100) Y. Mandani Koni, 1973. Biyangai yelewikyeng (Biangai stories), ed. by Marjorie DUBERT. (200) I. 103. (SBN 0-7263-0075-6).', 'Marjorie Dubert. 1966-67. Biangai 1-2 [trial primers]. 23pp. (ea. (20). With accompanying writing books, Biangai I & II, 32, 34 pp. Rev. 1972 with Y. Mandani Koni, 36 pp. ea. (20)).']	(ngow1239:1,yong1282:1)bian1252:1;
nucl1814	Nuclear Shastan	NA	41.48223	-122.504245	nucl1814	NA	NA	shas1238	NA	NA	NA	NA	NA	Family	shas1238	family	NA	NA	(okwa1235:1,shas1239:1)nucl1814:1;
kono1241	Konomihu	North America	41.263356	-123.310776	kono1241	NA	US	shas1238	NA	NA	NA	1903	6	Spoken_L1_Language	shas1238	language	4	['Roland B. Dixon. 1905. The Shasta-Achumawi: A New Linguistic Stock, with Four New Dialects. American Anthropologist 7. 213-217.']	kono1241:1;
uncl1531	Unclassified Shastan	NA	41.100052	-123.179627	uncl1531	NA	NA	shas1238	NA	NA	NA	NA	NA	Family	shas1238	family	NA	NA	(newr1237:1)uncl1531:1;
aram1254	Aramia River	Papunesia	-8.09387	143.305	aram1254	NA	NA	tabo1241	tabo1241	knv	NA	NA	NA	Dialect	tabo1241	dialect	NA	NA	aram1254:1;
flyr1238	Fly River	Papunesia	-8.09387	143.305	flyr1238	NA	NA	tabo1241	tabo1241	knv	NA	NA	NA	Dialect	tabo1241	dialect	NA	NA	flyr1238:1;
mura1278	Murato-Chapra	South America	-4.23835	-76.9347	mura1278	NA	NA	cand1248	cand1248	cbu	NA	NA	NA	Dialect	cand1248	dialect	NA	NA	(chap1270:1,kand1305:1)mura1278:1;
chir1297	Chirino	South America	-4.23835	-76.9347	chir1297	NA	NA	cand1248	cand1248	cbu	NA	NA	NA	Dialect	cand1248	dialect	NA	NA	chir1297:1;
huit1253	Huitoyacu Kandozi	South America	-4.23835	-76.9347	huit1253	NA	NA	cand1248	cand1248	cbu	NA	NA	NA	Dialect	cand1248	dialect	NA	NA	huit1253:1;
uncl1527	Unclassified Indo-European	NA	42.951267666666666	21.957440333333334	uncl1527	NA	NA	indo1319	NA	NA	NA	NA	NA	Family	indo1319	family	NA	NA	(daci1234:1,mess1244:1,thra1250:1)uncl1527:1;
anat1257	Anatolian	NA	39.95094441664475	32.852884737219355	anat1257	NA	NA	indo1319	NA	NA	NA	NA	NA	Family	indo1319	family	NA	NA	(hitt1242:1,((((cune1239:1,hier1240:1)luvi1235:1,((lyci1241:1,side1240:1)lyco1239:1,(cari1274:1,mily1238:1)mily1239:1)lyco1238:1,(pisi1234:1)uncl1514:1)luvi1234:1,pala1331:1)luvo1235:1,lydi1241:1)luvo1234:1)anat1257:1;
