Language_ID	Name	Macroarea	Latitude	Longitude	Glottocode	ISO639P3code	Countries	Family_ID	Language_level_ID	Closest_ISO369P3code	First_Year_Of_Documentation	Last_Year_Of_Documentation	aes	category	classification	level	med	medovertime	subclassification
fuln1247	Fulniô	South America	-9.02591	-37.1402	fuln1247	fun	BR	NA	NA	fun	NA	NA	3	Spoken_L1_Language	NA	language	0	['da Costa, Januacele. 1999. Ya:thê, a última língua nativa no Nordeste do Brasil: aspectos morfofonológicos y morfo-sintáticos. (Doctoral dissertation, Recife: Universidade Federal de Pernambuco; xxi+367pp.)', 'Geraldo Lapenda. 1968. Estrutura da Língua Iatê: Falada pelos índios Fulniôs em Pernambuco. Recife: Imprensa Universitaria, Universidade Federal de Pernambuco. 229pp.', 'Pompeu Sobrinho, Thomas. 1935. Indios Fulniôs: Karnijós de Pernambuco. Revista do Instituto do Ceará XLIX. 31-58.', 'Mello, Mário. 1929. Os Carnijós de Águas Belas. Revista do Museu Paulista 16. 793-846.', 'Valdivia, Luis de. 1887 [1606]. Arte, vocabulario y confesionario de la lengua de Chile compuestos por Luiz de Valdivia. Publicados de nuevo or Juluis Platzmann. Edición facsimilar. Leipzig: B.G. Teubner.', 'Bolzanio, Urbano. 1545. Grammaticae institutiones in Graecam linguam ultima ipsius censura editioneque probatae, ac post longam suppressionem tandem in lucem emissae. Addito indice rerum necessariarum locupletissimo. Venetiis: apud heredes Petri Rabani et socios.']	(fuln1248:1,yate1241:1)fuln1247:1;
demm1245	Dem	Papunesia	-3.72183	137.632	demm1245	dem	ID	NA	NA	dem	NA	NA	3	Spoken_L1_Language	NA	language	4	[""Le Roux, C. C. F. M. 1950. Alphabetische woordenlijst: Dèm - Nederlands, Zinnen en uitdrukkingen: Nederlands - Dèm. In De Bergpapoea's van Nieuw-Guinea en hun Woongebied, 852-862, 892-895. Leiden: E. J. Brill."", 'de Bruijn, J. V. 1941. Verslag van een tocht naar Beura, het stroomgebied van de Beurong en Ielop, het stroomgebiet van de Ielorong in Centraal Nieuw Guinea door den controleur der Wisselmeren Dr.J.V.de Bruijn van 9 Juni 1941 tot 7 Augustus 1941. Nationaal Archief, Den Haag, Ministerie van Koloniën: Kantoor Bevolkingszaken Nieuw-Guinea te Hollandia: Rapportenarchief, 1950-1962, nummer toegang 2.10.25, inventarisnummer 256. 134pp.']	demm1245:1;
mixe1284	Mixe-Zoque	NA	16.99190245384724	-94.20790659990188	mixe1284	NA	NA	NA	NA	NA	NA	NA	NA	Family	NA	family	NA	NA	(((((((camo1252:1,coat1239:1)coat1238:1,isth1238:1,maza1292:1)lowl1263:1,((nucl1646:1,ocot1241:1)juqu1238:1,(atit1238:1,cotz1238:1,mixe1283:1,mixi1242:1,olot1240:1,puxm1238:1,zaca1240:1)nort2939:1)midl1241:1)lowl1269:1,tlah1239:1)lowl1268:1,toto1305:1,ulte1235:1)oaxa1241:1,olut1240:1,sayu1241:1,tapa1260:1)mixe1286:1,(((ocot1242:1,ostu1241:1)copa1236:1,(chap1265:1,sanp1256:1)fran1266:1,jito1235:1,rayo1235:1)chia1261:1,chim1300:1,(high1276:1,taba1264:1,texi1237:1)gulf1238:1)zoqu1261:1)mixe1284:1;
mure1235	Mure	South America	-13.636709	-62.2020909	mure1235	NA	BO	NA	NA	NA	NA	1800	6	Spoken_L1_Language	NA	language	4	['Lorenzo Hervás. 1800. Lenguas y naciones Americanas. (Catálogo de las lenguas de las naciones conocidas, y numeracion , division, y clases de estas, I.) Madrid: Imprenta de la Administración del real arbitrio de beneficencia. xvi+396pp.', 'Cosme Bueno. 1770. Descripcion del Obispado de Santa Cruz. (El conocimiento de los tiempos, ephemeride del año de 1771.) Lima: En la Imprenta Real; Calle de Palacio. 56pp. (I think that the title ""Descripcion de las misiones del Alto-Peru"" is nothing more than an ad hoc title for the original title ""Descripcion del Obispado de Santa Cruz"" which is a kind of appendicle in the original book.)']	mure1235:1;
nort2923	North Halmahera	NA	0.7726235182356925	127.6567781247746	nort2923	NA	NA	NA	NA	NA	NA	NA	NA	Family	NA	family	NA	NA	(((((kada1290:1,kadi1247:1,moro1290:1,sopi1242:1)gale1259:1,(baku1264:1)lolo1264:1)gale1261:1,((nort2925:1,sout2945:1)modo1249:1,(kaoo1238:1,(isam1243:1,nucl1627:1,toli1245:1)pagu1249:1)pagu1251:1)kaor1242:1,(aduu1238:1,nyek1238:1)taba1263:1,((boan1244:1,dodi1239:1,nucl1628:1)tobe1252:1,(kusu1253:1,telu1264:1)tugu1246:1)tobe1251:1)main1282:1,(ibuu1240:1,(gamk1238:1,((padi1242:1,tala1288:1)sahu1245:1,waio1238:1)sahu1246:1)nucl1759:1)sahu1244:1,(tern1247:1,tido1248:1)tern1246:1)nort2924:1,west2600:1)nort2923:1;
tonk1249	Tonkawa	North America	30.25	-96.75	tonk1249	tqw	US	NA	NA	tqw	NA	1965	6	Spoken_L1_Language	NA	language	1	['Hoijer, Harry. 1933-1938. Tonkawa. In Franz Boas (ed.), Handbook of American Indian languages: Volume 3, 1-148. Washington: Government Printing Office. (Also published by Columbia University Press, New York, 1933.)', 'Hoijer, Harry. 1931. Tonkawa: An Indian Language of Texas. (Doctoral dissertation, University of Chicago; 106pp.)', 'Albert S. Gatschet. 1877. Die Sprache der Tonkawas. Zeitschrift für Ethnologie IX. 64-105.', 'Albert S. Gatschet. 1876. Zwölf Sprachen aus dem Südwesten Amerikas. Weimar: Hermann Böhlau. 172pp.', 'Berlandier, Jean Louis and Rafael Chowell. 1828-1829. Vocabularies of languages of South Texas and the Lower Rio Grande. Additional Manuscripts no.~38720, in the British Library, London.']	tonk1249:1;
otom1276	Otomaco-Taparita	South America	7.869912	-70.997315	otom1276	NA	VE	NA	NA	NA	NA	NA	6	Family	NA	family	4	['Crévaux, Jules Nicolas. 1882. Vocabulario Otomaco. BLA 8. 262-263.']	(otom1301:1,tapa1262:1)otom1276:1;
klam1254	Klamath-Modoc	North America	42.5861	-121.704	klam1254	kla	US	NA	NA	kla	NA	2003	6	Spoken_L1_Language	NA	language	0	['Barker, Phillip. 1960. The Klamath Language. (Doctoral dissertation, University of California at Berkeley; 523pp.)', 'Albert S. Gatschet. 1890. The Klamath Indians of Southwestern Oregon. (Contributions to North American Ethnology, II.) Washington, D. C.: Government Printing Office. 495+305+519pp.', 'Horatio Hale. 1846. Ethnology and Philology. (United States Exploring Expedition during the years 1838, 1839, 1840, 1841, 1842 under the command of Charles Wilkes, U.S.N., VI.) Philadelphia: C.~Sherman. 689pp.']	klam1254:1;
fasu1242	Fasu	Papunesia	-6.62687	143.284	fasu1242	faa	PG	NA	NA	faa	NA	NA	3	Spoken_L1_Language	NA	language	1	['Loeweke, Eunice and Jean May. 1980. General Grammar of Fasu (Namo me): Lake Kutubu, Southern Highlands Province. In Don Hutchisson (ed.), Grammatical studies in Fasu and Mt. Koiali, Workpapers in Papua New Guinea Languages 27, 5-106. Ukarumpa, Papua New Guinea: Summer Institute of Linguistics.', 'Eunice Loeweke and Loeweke Jean May and Eunice and Jean May and Jeffrey Bailey and Cooper Samuel. 1973. Pisini me sukuru sawi popasane oyapo (Learning to read Melanesian Pidgin) [transfer primer], bound with the following: ____, ____, Akisa Ware, and Kuape Ware, Pisini me enomakasimo sawi wo popasane oyapo, [diglot phrase book, adapted from Pisini kie havio, by Gwen Gibson, Joy McCarthy and Stephen Harris]. (150). 104pp. ([EZE]).', 'Loeweke, Eunice and May, Jean. 1966. Fasu grammar. Anthropological Linguistics 8. 17-33.', 'Jean May and Eunice Loeweke. 1965. The phonological hierarchy in Fasu. Anthropological Linguistics 7. 89-97.', 'Loeweke, Eunice and May, Jean. 1964. The Phonological Hierarchy in Fasu. Anthropological Linguistics 7. 89–97.', 'Jean May and Eunice Loeweke. 1963. Faso Namo Mé 1 (Fasu trial primer 1). 11pp.']	(kaib1243:1,namo1245:1,some1244:1)fasu1242:1;
chib1249	Chibchan	NA	12.511542059000078	-81.72370357999995	chib1249	NA	NA	NA	NA	NA	NA	NA	NA	Family	NA	family	NA	NA	((((chan1324:1,dora1242:1)dora1241:1,(((boko1272:1,saba1272:1)bugl1243:1,(east2570:1,vali1239:1)ngab1239:1)guay1266:1,(bord1248:1,(baya1263:1,chua1255:1)sanb1242:1)kuna1280:1)east2569:1,(boru1252:1,teri1250:1,((amub1238:1,coro1254:1,sali1302:1)brib1243:1,(chir1293:1,estr1249:1,teli1245:1,ujar1238:1)cabe1245:1)vice1244:1)west2641:1)isth1243:1,(((cogu1240:1,(arhu1242:1,(kank1244:1,mala1522:1)east2572:1)east2571:1)arhu1241:1,chim1309:1)nort3000:1,(bari1297:1,(chib1270:1,duit1239:1)chib1269:1,(ango1257:1,barr1251:1,cent2150:1,west2651:1)tune1260:1)sout3015:1)magd1236:1,(anti1242:1)unun9943:1,(huet1235:1,male1297:1,rama1270:1)voti1248:1)core1252:1,pech1241:1)chib1249:1;
nimb1257	Nimboranic	NA	-2.578156875	140.2446875	nimb1257	NA	NA	NA	NA	NA	NA	NA	NA	Family	NA	family	NA	NA	(nucl1633:1,(mekw1241:1,((gres1240:1,kemt1242:1)gres1241:1,mlap1238:1)mlap1239:1)oute1261:1)nimb1257:1;
atak1252	Atakapa	North America	30.9121	-93.0827	atak1252	aqp	US	NA	NA	aqp	1721	1934	6	Spoken_L1_Language	NA	language	0	['Geoffrey D. Kimball. 2022. Yukhíti Kóy: A reference grammar of the Atakapa language. Nebraska: University of Nebraska Press. 318pp.', 'Jonel Macris Mueller. 1981. Atakapa: a grammatical sketch. (MA thesis, Fresno: California State University; vii+75pp.)', 'John R. Swanton. 1929. A Sketch of the Atakapa Language. International Journal of American Linguistics 14. 121-149.', 'de Villiers du Terrage and Paul Rivet. 1919. Les Indiens du Texas et les expéditions françaises de 1720 et 1721 à la ""Baie Saint-Bernard"". Journal de la Société des Américanistes 11. 403-442.', ""Horatio Hale. 1848. Hale's Indian of North-West America. Transations of the American Ethnological Society II. xxiii-clxxxviii,1-130.""]	(east2802:1,west2881:1)atak1252:1;
natc1249	Natchez	North America	31.75	-91.33	natc1249	ncz	US	NA	NA	ncz	NA	1957	6	Spoken_L1_Language	NA	language	2	['Geoffrey Kimball. 2005. Natchez. In Hardy, Heather Kay and Scancarelli, Janine (eds.), Native languages of the Southeastern United States, 385-453. Lincoln: University of Nebraska Press.', 'Swanton, John R. 1991. A Grammatical Sketch of the Natchez Language. Edited and annotated by T. Dale Nicklas.', ""van Tuyl, Charles D. 1979. The Natchez: Annotated Translations from Antoine Simon le Page du Pratz's Histoire de la Louisiana and A short English-Natchez dictionary. Oklahoma City: Oklahoma Historical Society. 151pp."", 'Daniel G. Brinton. 1873. On the Language of the Natchez. Proceedings of the American Philosophical Society 13. 483-499.', 'Albert Gallatin. 1836. A Synopsis of the Indian Tribes within the United States east of the Rocky Mountains and in the British and Russian Possessions in North America. Archæologia Americana: Transactions and Collections of the American Antiquarian Society II. 1-422. Cambridge, UK: Cambridge University Press.']	natc1249:1;
turk1311	Turkic	NA	49.917025962656865	60.68987607174649	turk1311	NA	NA	NA	NA	NA	NA	NA	NA	Family	NA	family	NA	NA	((bolg1250:1,(anat1247:1,viry1239:1)chuv1255:1)bolg1249:1,(((bara1273:1,(tara1312:1,tevr1238:1,tobo1250:1,tyum1239:1,zabo1238:1)tobo1249:1,tomm1241:1)sibe1250:1,(((chib1271:1,kets1234:1,kuar1234:1,yats1234:1,yezh1234:1)lowe1396:1,(mele1253:1,tuta1234:1)midd1324:1)chul1246:1,(chel1242:1,kuma1284:1,tuba1280:1)nort2686:1,((dukh1234:1,soyo1234:1,todj1234:1,tofa1248:1,tuha1234:1)kara1462:1,(cent1993:1,nort2687:1,sout2695:1,west2401:1)tuvi1240:1)saya1244:1,((ainu1251:1,west2402:1)east2792:1,((belt1239:1,fuyu1243:1,kach1278:1,kama1354:1,kyzy1244:1,saga1260:1)khak1248:1,(kond1293:1,mras1239:1)shor1247:1)yeni1251:1)yeni1256:1)sout2693:1)cent2326:1,(((nort2693:1,sout2702:1)kirg1245:1,(alta1277:1,tala1279:1,tele1257:1)sout2694:1)east2791:1,((burz1239:1,kuva1242:1,yurm1239:1)bash1264:1,(bara1408:1,(astr1246:1,kasi1251:1,kaza1250:1)midd1325:1,tept1239:1,tobo1253:1,toms1234:1,ural1273:1,west2405:1)tata1255:1)nort2696:1,((nort2694:1,sout2703:1)kara1467:1,(nort2695:1,sout2704:1,west2404:1)kaza1248:1,(alab1256:1,blac1266:1,cent1996:1,kara1509:1,whit1262:1,yurt1234:1)noga1249:1)sout2701:1,(pech1242:1)unun9944:1,((((cent1995:1,cuma1241:1,dobr1234:1,nort2692:1,sout2700:1)crim1257:1,krym1236:1)crim1259:1,urum1249:1)crim1256:1,(east2335:1,(nort2691:1,(gali1260:1,luts1234:1)sout3266:1)west2883:1)kara1464:1,((balk1253:1,kara1466:1)kara1465:1,(buin1246:1,khai1248:1,khas1271:1)kumy1244:1)kauk1241:1)west1472:1)kipc1239:1,(dolg1241:1,yaku1245:1)nort2688:1,(((((baku1259:1,derb1245:1,lenk1246:1,quba1245:1,saly1245:1,sham1275:1)east2839:1,(nukh1239:1,qaba1238:1,zaqa1241:1)nort3322:1,qyzy1236:1,(kara1470:1,nakh1244:1,ordu1239:1,tere1273:1,yere1242:1)sout3306:1,(airy1239:1,borc1242:1,(ganj1240:1,shus1247:1)cent2356:1,qaza1238:1)west2924:1)nort2697:1,(afsh1238:1,ayna1239:1,baha1255:1,baya1256:1,dara1256:1,galu1241:1,kars1238:1,kirk1242:1,lotf1234:1,moqa1238:1,nafa1255:1,pish1238:1,qaja1238:1,qara1243:1,shah1257:1,sonq1234:1,tabr1242:1,zanj1239:1)sout2697:1)azer1255:1,((lang1340:1,nort2689:1,nort3352:1,west2403:1,sout2698:1,sout3335:1,west2950:1)khor1269:1,(anau1242:1,cawd1238:1,esar1239:1,gokl1239:1,khas1270:1,nere1239:1,nokh1239:1,saly1244:1,sary1240:1,teke1272:1,yomu1239:1)turk1304:1)east2334:1,(afsh1239:1,kash1283:1,qazw1234:1,sola1234:1)qash1240:1,((bulg1263:1,mari1413:1)gaga1249:1,(danu1248:1,gajo1239:1,gerl1239:1,kyzy1245:1,razg1238:1,surg1247:1,tozl1239:1)balk1254:1,((dinl1238:1,edir1241:1,eski1263:1,gazi1244:1,urfa1238:1,yuru1261:1)anat1259:1,cypr1251:1,kara1469:1,otto1234:1,syri1244:1)nucl1301:1)west2406:1)nucl1769:1,(jiez1238:1,meng1262:1)sala1264:1)oghu1243:1,((orkh1234:1,qara1244:1)oldu1238:1,(chag1247:1,((ilit1241:1,((ilii1241:1,kash1278:1,qomu1235:1,(kuch1247:1,mogh1248:1,tari1268:1)tari1267:1,turf1238:1,urum1248:1)cent1994:1,khot1252:1,lopn1238:1)uigh1240:1)uigh1243:1,(nort2690:1,sout2699:1)uzbe1247:1)uygh1240:1)uygh1241:1)karl1243:1,turk1303:1)comm1245:1)turk1311:1;
momb1255	Mombum-Koneraw	NA	-8.322825	138.42025	momb1255	NA	NA	NA	NA	NA	NA	NA	NA	Family	NA	family	NA	NA	(kone1241:1,nucl1452:1)momb1255:1;
saha1256	Saharan	NA	15.684947833333332	19.429382666666665	saha1256	NA	NA	NA	NA	NA	NA	NA	NA	Family	NA	family	NA	NA	(((diro1234:1,kube1243:1,tuba1275:1,(anka1245:1,dorr1249:1,kobe1242:1)wagi1247:1)zagh1240:1,bert1249:1)east2432:1,((((kark1257:1,mand1438:1,ngur1265:1)kane1243:1,tarj1235:1,(kuba1250:1,sugu1242:1,tuma1249:1)tuma1248:1)kane1244:1,((fada1240:1,guvj1238:1,kaba1282:1,kaga1254:1,kway1242:1,lare1248:1,maid1261:1,maoo1245:1,mova1237:1,mowo1238:1,ngaz1239:1,njes1238:1,tema1238:1,yerw1238:1)cent2050:1,((bilm1239:1,fach1238:1)bilm1238:1,(daga1273:1,mang1400:1)mang1399:1)east2718:1)kanu1281:1)kanu1279:1,((azza1238:1,nucl1450:1)daza1242:1,(kech1245:1)teda1241:1)tebu1238:1)west2505:1)saha1256:1;
cams1241	Camsá	South America	1.14537	-76.8931	cams1241	kbh	CO	NA	NA	kbh	NA	NA	3	Spoken_L1_Language	NA	language	1	[""O'Brien, Colleen Alena. 2018. A grammatical description of Kamsá: A language isolate of Colombia. (Doctoral dissertation, University of Hawai'i at Mānoa; xiii+265pp.)"", '1979. Manuel ichanjabuamiye tuamba jasama. 9pp.', 'Woods, Frances M. and Longacre, Robert E. 1977. Discourse grammar: Studies in indigenous languages of Colombia, Panama, and Ecuador, 2. Summer Institute of Linguistics Publications in Linguistics and Related Fields, 52(2).', 'Longacre, Robert E. and Woods, Frances. 1976. Discourse grammar : studies in indigenous languages of Colombia, Panama, and Ecuador. (Summer Institute of Linguistics Publications in Linguistics, 52.) In  Longacre, Robert E. and Woods, Frances (eds.) Microfiche ed. edn. Dallas: Summer Inst. of Linguistics.', 'Bristol, Melvin. 1966. Notes on the species of three daturass. Botanical Museum Leaflet 21.', 'Juajibioy Chindoy, Alberto. 1962. Breve Estudio preliminar del grupo Aborigen de Sibundoy y su lengua Kamsa en el sur de Colombia. Boletín del Instituto de Antropología [Universidad de Antioquia] II. 3-33.', 'Joaquin Rocha. 1905. Memorandum de Viaje (Regiones Amazonicas). Bogotá: El Mercurio. 218pp.', 'Adolf Ernst. 1891. Ueber einige weniger bekannte Sprachen aus der Gegend des Meta und oberen Orinoco. Zeitschrift für Ethnologie XXIII. 1-13.']	cams1241:1;
surm1244	Surmic	NA	6.8819987708333334	34.97338345833333	surm1244	NA	NA	NA	NA	NA	NA	NA	NA	Family	NA	family	NA	NA	(maja1242:1,(((mugu1242:1,yidi1251:1)kweg1241:1,((bodi1253:1,tish1239:1)meen1242:1,(murs1242:1,(chai1252:1,tirm1240:1)suri1267:1)suri1266:1)past1248:1)sout2837:1,(((bale1254:1,kaci1245:1,kich1261:1,suri1268:1,west2496:1,zilm1238:1)kaci1244:1,ngaa1241:1)baal1234:1,((didi1258:1,nari1240:1)didi1257:1,(boma1247:1,loti1239:1,olam1240:1)murl1244:1,tenn1246:1)didi1256:1)sout2838:1)sout2836:1)surm1244:1;
fuyu1242	Fuyug	Papunesia	-8.6371	147.312	fuyu1242	fuy	PG	NA	NA	fuy	NA	NA	1	Spoken_L1_Language	NA	language	1	['Bradshaw, Robert. 2007. Fuyug grammar sketch. (Data Papers on Papua New Guinea Languages, 53.) Ukarumpa, Papua New Guinea: SIL-PNG Academic Publications. xii+187pp.', 'Sidney H. Ray. 1912. A Grammar of the Fuyuge Language. In Robert W. Williamson (ed.), The Mafulu: Mountain People of British New Guinea, 307-331, 336-344. London: MacMillian and Co.', 'Zöller, Hugo. 1891. Deutsch-Neuguinea und meine ersteigung des Finisterre-Gebirges. Stuttgart: Union Deutsche Verlagsgesellschaft. xxxii+546pp.']	(cent2124:1,nort2928:1,nort2929:1,west2603:1)fuyu1242:1;
mimi1240	Mimi-Gaudefroy	Africa	13.827507	21.11324	mimi1240	NA	TD	NA	NA	NA	NA	1906	6	Spoken_L1_Language	NA	language	4	['Jungraithmayr, Herrmann. 1971. How Many Mimi Languages are there?. Africana Marburgensia IV. 62-70.', ""Gaudefroy-Demombynes, Maurice. 1907. Document sur les Langues de l'Oubangui-Chari. In Actes du XVIe Congrès International des Orientalistes, Alger, 1905, Part II, 172-330. Paris: Ernest Leroux.""]	mimi1240:1;
atac1235	Atacame	South America	0.834931	-79.778137	atac1235	NA	EC	NA	NA	NA	NA	1877	6	Spoken_L1_Language	NA	language	4	['Teodoro Wolf. 1892. Geografía y geología del Ecuador. Leipzig: F.~A.~Brockhaus. xii+671pp.']	atac1235:1;
amto1249	Amto-Musan	NA	-4.087384999999999	141.3795	amto1249	NA	NA	NA	NA	NA	NA	NA	NA	Family	NA	family	NA	NA	(amto1250:1,siaw1243:1)amto1249:1;
ijoi1239	Ijoid	NA	4.703427765911557	6.938100510545368	ijoi1239	NA	NA	NA	NA	NA	NA	NA	NA	Family	NA	family	NA	NA	(defa1248:1,((((iban1261:1,kala1381:1,kiri1254:1)kaki1246:1,nkor1239:1)kaki1245:1,(akas1241:1,nemb1238:1)sout2774:1)east2383:1,(((bise1238:1,okod1238:1)bise1239:1,orum1241:1)inla1259:1,(apoi1238:1,arog1238:1,basa1277:1,bumo1235:1,east2384:1,east2385:1,egbe1244:1,ekpe1250:1,furu1238:1,gbar1235:1,iduw1238:1,ikib1238:1,kabo1240:1,kolo1262:1,kolu1244:1,kumb1269:1,mein1238:1,ogbe1244:1,ogbo1241:1,ogul1238:1,oper1238:1,opor1246:1,opor1245:1,oyia1238:1,tuom1235:1,west2447:1,west2448:1)izon1238:1)west2446:1)ijoo1239:1)ijoi1239:1;
muni1258	Muniche	South America	-5.7441796	-76.426712	muni1258	myr	PE	NA	NA	myr	NA	2000	6	Spoken_L1_Language	NA	language	2	['Gibson, Michael Luke. 1996. El Munichi: Un idioma que se extingue. (Serie Lingüística Peruana, 42.) 1st edn. Pucallpa: Instituto Lingüístico de Verano. 103pp.', 'Michael Gibson. 1988. The Muniche Language: with partial reference to verb morphology. (MA thesis, University of Reading).', 'Günter Tessmann. 1930. Die Indianer Nordost-Perus: grundlegende Forschungen für eine systematische Kulturkunde. (Veröffentlichung der Harvey-Bassler-Stiftung, 2.) Hamburg: Hamburg. vii+856pp.']	muni1258:1;
trum1247	Trumai	South America	-11.8119	-53.5717	trum1247	tpy	BR	NA	NA	tpy	NA	NA	5	Spoken_L1_Language	NA	language	0	['Raquel Guirardello. 1999. A Reference Grammar of Trumai. Houston, TX: Houston: Rice Univ. (Doctoral dissertation, Houston: Rice University; xxiii+452pp.)', 'Monod-Becquelin, Aurore. 1975. La Pratique Linguistique des Indiens Trumai (Haut-Xingu, Mato Grosso, Brésil). (Langues et Civilisations à Tradition Orale, 9.) Paris: Centre National de la Recherche Scientifique. 272pp.', 'Vincenzo Petrullo. 1932. Primitive Peoples of Matto Grosso, Brazil. The Museum Journal 23. 83-173.', 'Meyer, Hermann. 1897. Im Quellgebiet des Schingu. Landschafts- und Völkerbilder aus Centralbrasilien. Verhand-lungen der Gesellschaft Deutscher Naturforscher und Ärtzte, Allgemeiner Teil. Leipzig.']	trum1247:1;
come1251	Comecrudan	North America	26.1333	-98.4667	come1251	xcm	MX	NA	NA	xcm	1829	1886	6	Spoken_L1_Language	NA	language	4	['John R. Swanton. 1940. Comecrudo-English vocabulary recorded by Albert S.~Gatschet in 1886. In Linguistic Material from the tribes of Southern Texas and Northeastern Mexico, 55-118. Washington: Government Printing Office.', 'John R. Swanton. 1915. Linguistic Position of the Tribes of Southern Texas and Northeastern Mexico. American Anthropologist 17. 17-40.', 'Uhde, Adolph. 1861. Sprache der Carizos. In Die Länder am untern Rio Bravo del Norte, 185-186. Heidelberg: J.C.B. Mohr.', 'Berlandier, Jean Louis and Rafael Chowell. 1828-1829. Vocabularies of languages of South Texas and the Lower Rio Grande. Additional Manuscripts no.~38720, in the British Library, London.']	(come1253:1,garz1234:1,mamu1257:1)come1251:1;
anim1240	Anim	NA	-7.667817181958041	142.3908094618604	anim1240	NA	NA	NA	NA	NA	NA	NA	NA	Family	NA	family	NA	NA	((ipik1244:1,((hoia1235:1,hoya1235:1)hoya1236:1,mahi1249:1,mina1274:1,muba1238:1)west2867:1)inla1262:1,(((aewa1238:1,ingi1242:1,khoa1239:1,kuni1266:1,seng1283:1,wama1248:1)kuni1265:1,(bagw1238:1,deaa1242:1,nucl1623:1)zima1244:1)boaz1244:1,(bian1251:1,(cent2332:1,(gawi1240:1,sout2944:1,tuge1242:1)hali1245:1)nucl1622:1)nucl1621:1,(wark1247:1,(bapa1239:1,namb1294:1,obam1239:1)yaqa1246:1)yaqa1245:1)mari1437:1,(abom1238:1,(bara1378:1,bitu1242:1,(giri1244:1)maka1315:1,were1244:1)nucl1713:1)tiri1259:1)anim1240:1;
waka1280	Wakashan	NA	50.91264921400655	-126.7970498950268	waka1280	NA	NA	NA	NA	NA	NA	NA	NA	Family	NA	family	NA	NA	(((hena1234:1,kiti1241:1)hais1244:1,(((bell1263:1,klem1234:1)heil1247:1,oowe1239:1)heil1246:1,kwak1269:1)kwak1268:1)nort2964:1,((diti1235:1,maka1318:1)maka1326:1,nuuc1236:1)sout2981:1)waka1280:1;
koma1264	Koman	NA	9.2346805	34.10874325	koma1264	NA	NA	NA	NA	NA	NA	NA	NA	Family	NA	family	NA	NA	(((buld1238:1,(biko1241:1,(bilu1247:1,modi1234:1)bilu1246:1,(kusg1238:1,pame1262:1)pame1261:1,pila1247:1)opuu1239:1)dana1255:1,(komo1258:1,((bony1234:1,chal1268:1)nort3337:1,yabu1235:1)uduk1239:1)twam1235:1)opuu1238:1,(high1291:1,lowl1272:1)kwam1249:1)koma1264:1;
katl1246	Katla-Tima	NA	11.691677	29.29042325	katl1246	NA	NA	NA	NA	NA	NA	NA	NA	Family	NA	family	NA	NA	((julu1237:1,(bomb1239:1,karo1251:1,kate1235:1,kidd1235:1,kirk1236:1,kold1235:1)katl1237:1)katl1236:1,tima1241:1)katl1246:1;
tang1340	Tangkic	NA	-16.827569268999923	139.15805097700002	tang1340	NA	NA	NA	NA	NA	NA	NA	NA	Family	NA	family	NA	NA	(lard1243:1,((kang1283:1,ngub1238:1)gang1267:1,(kaya1319:1,nyan1300:1)kaya1318:1)sout2758:1)tang1340:1;
mink1237	Minkin	Australia	-17.736653	139.541931	mink1237	xxm	AU	NA	NA	xxm	NA	1905	6	Spoken_L1_Language	NA	language	4	[""Darrell T. Tryon and Geoffrey N. O'Grady. 1990. The Minkin language of the Burketown region. In Evans, Nicholas (ed.), Studies in comparative Pama-Nyungan, 173-207. Canberra: Research School of Pacific and Asian Studies, Australian National University."", 'Coward, Thomas. 1886. Burketown. In Curr, Edward M. (ed.), The Australian Race, 298-299. Melbourne: John Ferres, Government Printer.']	mink1237:1;
taru1236	Taruma	South America	1.666	-58.653	taru1236	tdm	BR;GY	NA	NA	tdm	NA	NA	5	Spoken_L1_Language	NA	language	3	['Serke, Anna. 2022. A description of Taruma phonology. (MA thesis, Rijksuniversiteit te Leiden; v+87pp.)', 'Čestmír Loukotka. 1949. La Langue Taruma. Journal de la Société des Américanistes XXXVIII. 53-82.', 'William C. Farabee. 1918. The Central Arawaks. (University Museum Anthropological Publication, IX.) Univ. Penn. Mus. Anth. Publ. Philadephia: University Museum. 288pp.', 'von Martius, Carl Friedrich Philip. 1867. Wörtersammlung Brasilianischer Sprachen. (Beiträge zur Ethnographie und Sprachenkunde Amerikas zumal Brasiliens, II.) Leipzig: Friedrich Fleischer. xxi+548pp.', 'Latham, Robert Gordon. 1862. Elements of comparative philology. London: Walton and Maberly. 820pp.', 'Robert H. Schomburgk. 1849. Remarks to accompany a comparative vocabulary of eighteen languages and dialects of Indian Tribes inhabiting Guiana. Notices and Abstracts of Communications to the British Association for the Advancement of Science, at the Oxford Meeting, June 1848 18. 96-99.', ""Robert H. Schomburgk. 1848. Remarks to accompany a comparative vocabulary of eighteen languages and dialects of Indian Tribes inhabiting Guiana. Simmond's Colonial Magazine 15. 46-64."", 'Robert Schomburgk. 1845. Journal of an Expedition from Pirara to the Upper Corentyne and from Thence to Demerara. Journal of the Royal Geographical Society of London 15. 1-104.']	taru1236:1;
zapa1251	Zaparoan	NA	-2.8666875000000003	-75.174295	zapa1251	NA	NA	NA	NA	NA	NA	NA	NA	Family	NA	family	NA	NA	(((ando1255:1,arab1268:1)arab1396:1,(cahu1268:1,(pint1253:1)iqui1243:1)cahu1267:1)iqui1244:1,(aush1242:1,zapa1253:1)zapa1252:1)zapa1251:1;
